Ticker,Action (Buy/Sell),Position value,Stock price,Action volume ($USD Est.),New position ROI (%),Date recorded (publish date)
hca,sell,12277.760000000002,106.89,16000.0,0.84,2020-04-10
ffiv,sell,7917.6,120.9,8000.0,0.99,2020-04-10
et,sell,8000.0,4.63,8000.0,0.55,2020-04-10
itw,sell,8000.0,154.54,8000.0,1.02,2020-04-10
payx,sell,5305.6,62.16,8000.0,0.83,2020-04-10
bby,sell,8000.0,61.75,8000.0,0.96,2020-04-10
aptv,sell,3631.2000000000007,60.2,8000.0,0.73,2020-04-10
hal,sell,5843.199999999999,8.57,24000.0,0.43,2020-04-10
a,sell,30097.5,75.6,32500.0,0.94,2020-04-10
swk,sell,5154.4000000000015,111.11,8000.0,0.82,2020-04-10
aph,sell,3369.8088960000023,39.0,8000.0,0.71,2020-04-10
adsk,sell,14864.072000000004,159.21,16000.0,0.95,2020-04-10
eix,sell,8000.0,53.88,8000.0,0.87,2020-04-10
rjf,sell,5168.800000000001,43.67,8000.0,0.82,2020-04-10
xom,sell,61000.0,38.38,67000.0,0.92,2020-04-10
rost,sell,5395.200000000001,88.63,8000.0,0.84,2020-04-10
ea,sell,8000.0,106.4,8000.0,1.03,2020-04-10
dltr,sell,8000.0,79.22,8000.0,0.99,2020-04-10
etn,sell,12740.8,76.75,8000.0,1.3,2020-04-10
mu,sell,14612.64,48.29,16000.0,0.94,2020-04-10
abbv,sell,141308.057372,71.25,123500.0,1.14,2020-04-10
bmy,sell,22879.901200000004,55.65,16000.0,1.29,2020-04-10
avb,sell,4506.4000000000015,153.19,8000.0,0.78,2020-04-10
syf,sell,8000.0,15.92,8000.0,0.6,2020-04-10
eog,sell,54200.031389983305,41.33,115500.0,0.5,2020-04-10
etn,sell,8000.0,76.75,8000.0,1.59,2020-04-10
et,sell,8000.0,4.63,8000.0,1.0,2020-04-10
de,sell,8000.0,144.01,8000.0,0.75,2020-04-10
rf,sell,8000.0,9.47,8000.0,0.88,2020-04-10
wmb,sell,8000.0,13.6,8000.0,0.9,2020-04-10
stt,sell,8644.8,57.01,8000.0,1.04,2020-04-10
ni,sell,12979.184000000001,23.76,16000.0,0.87,2020-04-10
rost,sell,8000.0,88.63,8000.0,0.67,2020-04-10
wtw,sell,8000.0,190.05,8000.0,0.91,2020-04-10
jci,sell,8000.0,28.27,8000.0,0.77,2020-04-10
cah,sell,8790.400000000001,46.16,8000.0,1.05,2020-04-10
emr,sell,10181.56057984,49.55,16000.0,0.76,2020-04-10
ceqp,sell,8000.0,3.69,8000.0,0.09,2020-04-10
msi,sell,14143.935999999998,143.92,16000.0,0.92,2020-04-10
mu,sell,6612.639999999999,48.29,8000.0,0.91,2020-04-10
aig,sell,8000.0,22.86,8000.0,0.65,2020-04-10
exc,sell,24688.70211712,25.05,32000.0,0.82,2020-04-10
ntrs,sell,8000.0,80.35,8000.0,0.83,2020-04-10
adbe,sell,49368.456537190395,317.18,56500.0,0.89,2020-04-10
ecl,sell,12201.334400000003,168.17,16000.0,0.84,2020-04-10
cl,sell,8000.0,67.1,8000.0,0.97,2020-04-10
ew,sell,7248.252799999998,69.02,8000.0,0.95,2020-04-10
el,sell,8000.0,163.54,8000.0,0.71,2020-04-10
fitb,sell,8000.0,16.72,8000.0,0.81,2020-04-10
fdx,sell,44086.56963411969,122.95,56000.0,0.81,2020-04-10
crm,sell,35304.04018000001,151.12,40500.0,0.89,2020-04-10
hum,sell,20792.0,332.99,16000.0,1.2,2020-04-10
itw,sell,8000.0,154.54,8000.0,1.0,2020-04-10
apd,sell,7028.799999999999,207.43,8000.0,0.94,2020-04-10
oxy,sell,10403.522047999999,15.51,32500.0,0.45,2020-04-10
adp,sell,25737.950000000004,134.75,32500.0,0.83,2020-04-10
kmi,sell,23185.0,12.92,32500.0,0.77,2020-04-10
bkng,sell,2390.1760000000013,1372.06,8000.0,0.65,2020-04-10
tmo,sell,25475.0,306.04,24500.0,1.03,2020-04-10
syk,sell,24500.0,173.24,24500.0,1.0,2020-04-10
cme,sell,28550.750720000004,174.48,32000.0,0.91,2020-04-10
pm,sell,104893.09052000001,67.75,107500.0,0.98,2020-04-10
lhx,sell,6131.199999999999,179.31,8000.0,0.88,2020-04-10
gpn,sell,7624.0,148.01,8000.0,0.98,2020-04-10
aapl,sell,21900.0,65.89,24500.0,0.92,2020-04-10
dhr,sell,8000.0,143.7,8000.0,1.01,2020-04-10
bsx,sell,13406.411152000004,35.13,16000.0,0.89,2020-04-10
now,sell,5632.0,274.05,8000.0,0.85,2020-04-10
fisv,sell,9803.263999999996,98.37,8000.0,1.11,2020-04-10
so,sell,20275.0,53.44,24500.0,0.87,2020-04-10
intu,sell,52239.043900000004,244.92,56500.0,0.93,2020-04-10
aep,sell,13698.119999999999,77.72,16000.0,0.9,2020-04-10
zts,sell,26730.248640000005,125.81,24000.0,1.09,2020-04-10
mdlz,sell,7265.5999999999985,50.42,8000.0,0.95,2020-04-10
fis,sell,14093.758400000002,122.38,16000.0,0.92,2020-04-10
vz,sell,229305.87987625983,52.64,223500.0,1.03,2020-04-10
axp,sell,66825.935211584,92.46,91000.0,0.76,2020-04-10
pg,sell,34044.6,109.63,32500.0,1.04,2020-04-10
wmb,sell,8000.0,13.6,8000.0,1.0,2020-04-10
oke,sell,8000.0,21.98,8000.0,0.43,2020-04-10
pep,sell,103264.85875,127.76,99500.0,1.04,2020-04-10
nee,sell,27377.164800000006,56.07,24000.0,1.11,2020-04-10
sbux,sell,30475.0,69.87,32500.0,0.95,2020-04-10
ma,sell,6652.0,272.75,8000.0,0.92,2020-04-10
lin,sell,8392.448,182.01,8000.0,1.02,2020-04-10
ge,sell,30955.524755980798,58.26,40000.0,0.81,2020-04-10
low,sell,8000.0,91.51,8000.0,0.95,2020-04-10
cb,sell,4117.6,110.61,8000.0,0.76,2020-04-10
abt,sell,33070.43955456,82.42,32000.0,1.03,2020-04-10
lng,sell,1016.9599999999991,36.29,8000.0,0.56,2020-04-10
usb,sell,26302.4,34.46,32500.0,0.85,2020-04-10
aapl,sell,13900.0,65.89,16500.0,0.89,2020-04-10
acn,sell,7400.800000000001,167.17,8000.0,0.96,2020-04-10
adbe,sell,41368.456537190395,317.18,48500.0,0.87,2020-04-10
txn,sell,58764.03600000001,105.97,65000.0,0.91,2020-04-10
t,sell,8000.0,18.65,8000.0,0.83,2020-04-10
wes,sell,8000.0,4.16,8000.0,0.45,2020-04-10
paa,sell,1419.199999999999,4.6,24000.0,0.29,2020-04-10
pnc,sell,4648.0,93.21,8000.0,0.79,2020-04-10
mdt,sell,17805.184,95.74,16000.0,1.08,2020-04-10
ko,sell,153626.95,45.22,166000.0,0.93,2020-04-10
et,sell,32500.0,4.63,32500.0,1.0,2020-04-10
epd,sell,32500.0,13.4,32500.0,0.57,2020-04-10
mmp,sell,32500.0,30.96,32500.0,0.61,2020-04-10
psx,sell,32500.0,57.68,32500.0,0.74,2020-04-10
mplx,sell,32500.0,9.73,32500.0,0.36,2020-04-10
bac,sell,32500.0,22.44,32500.0,0.59,2020-04-10
pagp,sell,32500.0,4.95,32500.0,0.24,2020-04-10
fb,sell,42379.3582993664,174.28,48000.0,0.9,2020-04-10
dcp,sell,32500.0,5.14,32500.0,0.25,2020-04-10
jpm,sell,24175.0,92.22,24500.0,0.99,2020-04-10
mrk,sell,206886.9278216,73.41,207000.0,1.0,2020-04-10
dis,sell,83679.22829214926,101.07,108000.0,0.79,2020-04-10
vfc,buy,12044.16,55.43,16000.0,0.51,2020-04-10
cop,buy,48795.94365,33.25,72500.0,0.63,2020-04-10
mur,buy,10720.0,6.87,16000.0,0.34,2020-04-10
dal,buy,43653.724770559995,23.23,80500.0,0.49,2020-04-10
mro,buy,17383.462024,3.86,32000.0,0.39,2020-04-10
mpc,buy,19124.3768832,22.14,32000.0,0.46,2020-04-10
dow,buy,32832.2688,31.43,40000.0,0.78,2020-04-10
ipg,buy,13760.0,14.66,16000.0,0.72,2020-04-10
lsxma,buy,8000.0,31.24,8000.0,1,2020-04-10
fti,buy,13680.0,6.56,16000.0,0.71,2020-04-10
orly,buy,14835.2,340.03,16000.0,0.85,2020-04-10
dell,buy,8000.0,20.47,8000.0,1,2020-04-10
cma,buy,14000.0,30.33,16000.0,0.75,2020-04-10
wrk,buy,21479.199999999997,29.39,24000.0,0.84,2020-04-10
mtb,buy,8000.0,100.74,8000.0,1,2020-04-10
idxx,buy,16240.0,254.73,16000.0,1.03,2020-04-10
cmcsa,buy,59877.99542500001,36.59,64500.0,0.92,2020-04-10
cmi,buy,16480.0,142.27,16000.0,1.06,2020-04-10
tsla,buy,8000.0,109.77,8000.0,1,2020-04-10
hig,buy,22760.0,36.75,32500.0,0.6,2020-04-10
pxd,buy,23278.760960000003,77.03,32000.0,0.64,2020-04-10
hban,buy,8000.0,8.28,8000.0,1,2020-04-10
tel,buy,15040.0,66.83,16000.0,0.88,2020-04-10
csx,buy,91016.2649,20.67,107000.0,0.84,2020-04-10
algn,buy,43409.347200000004,184.41,48000.0,0.89,2020-04-10
slb,buy,25248.988657664,16.6,40000.0,0.54,2020-04-10
gd,buy,20250.188000000002,133.25,24000.0,0.77,2020-04-10
fast,buy,8000.0,30.81,8000.0,1,2020-04-10
pru,buy,19249.6,49.42,24000.0,0.7,2020-04-10
dfs,buy,8000.0,35.55,8000.0,1,2020-04-10
zbh,buy,8000.0,107.2,8000.0,1,2020-04-10
dte,buy,15680.0,82.78,16000.0,0.96,2020-04-10
dg,buy,16240.0,164.53,16000.0,1.03,2020-04-10
lnc,buy,19175.0,32.3,32500.0,0.46,2020-04-10
nwsa,buy,13440.0,8.78,16000.0,0.68,2020-04-10
xrx,buy,8000.0,17.48,8000.0,1,2020-04-10
mtb,buy,16000.0,100.74,16000.0,1.0,2020-04-10
wm,buy,14960.0,92.36,16000.0,0.87,2020-04-10
key,buy,8000.0,10.42,8000.0,1,2020-04-10
dell,buy,15920.0,20.32,16000.0,0.99,2020-04-10
dd,buy,118715.57954450001,37.47,137500.0,0.85,2020-04-10
pfe,buy,341570.29363350704,30.43,377000.0,0.9,2020-04-10
frc,buy,8000.0,92.36,8000.0,1,2020-04-10
gis,buy,8000.0,51.99,8000.0,1,2020-04-10
ebay,buy,15680.0,32.2,16000.0,0.96,2020-04-10
zbh,buy,16000.0,107.2,16000.0,1.0,2020-04-10
cinf,buy,13680.0,76.96,16000.0,0.71,2020-04-10
trv,buy,15440.0,100.01,16000.0,0.93,2020-04-10
ed,buy,15600.0,77.35,16000.0,0.95,2020-04-10
eqr,buy,21440.0,60.89,24000.0,0.84,2020-04-10
cfg,buy,8000.0,18.74,8000.0,1,2020-04-10
exr,buy,22414.4,92.45,24000.0,0.9,2020-04-10
lsxma,buy,16000.0,31.24,16000.0,1.0,2020-04-10
all,buy,8000.0,92.52,8000.0,1,2020-04-10
mmm,buy,28401.536,139.14,32000.0,0.85,2020-04-10
awk,buy,15200.0,121.65,16000.0,0.9,2020-04-10
shw,buy,15840.0,160.11,16000.0,0.98,2020-04-10
all,buy,16000.0,92.52,16000.0,1.0,2020-04-10
mlm,buy,15440.0,193.74,16000.0,0.93,2020-04-10
lmt,buy,16240.0,341.8,16000.0,1.03,2020-04-10
trow,buy,8000.0,98.63,8000.0,1,2020-04-10
idxx,buy,24240.0,254.73,24000.0,1.01,2020-04-10
tfc,buy,14400.0,30.38,16000.0,0.8,2020-04-10
wm,buy,22960.0,92.36,24000.0,0.94,2020-04-10
spgi,buy,28142.0,257.43,32500.0,0.82,2020-04-10
hpe,buy,8000.0,9.52,8000.0,1,2020-04-10
tel,buy,23040.0,66.83,24000.0,0.94,2020-04-10
csx,buy,99016.2649,20.67,115000.0,0.85,2020-04-10
ebay,buy,23680.0,32.2,24000.0,0.98,2020-04-10
dhr,buy,16000.0,143.57,16000.0,1.0,2020-04-10
tsn,buy,16000.0,55.64,16000.0,1.0,2020-04-10
wec,buy,15040.0,87.0,16000.0,0.88,2020-04-10
tfc,buy,22400.0,30.38,24000.0,0.9,2020-04-10
spgi,buy,36142.0,257.43,40500.0,0.87,2020-04-10
ms,buy,16080.0,37.32,16000.0,1.01,2020-04-10
lmt,buy,24240.0,341.8,24000.0,1.01,2020-04-10
rop,buy,15760.0,316.05,16000.0,0.97,2020-04-10
cof,buy,13520.0,55.02,16000.0,0.69,2020-04-10
avgo,buy,40500.0,244.96,40500.0,1.0,2020-04-10
orcl,buy,97868.686459895,50.64,107000.0,0.91,2020-04-10
emr,buy,18181.56057984,49.55,24000.0,0.64,2020-04-10
mo,buy,70020.095,34.52,73000.0,0.95,2020-04-10
shw,buy,23840.0,160.11,24000.0,0.99,2020-04-10
cvs,buy,157067.53703292218,55.94,147500.0,1.07,2020-04-10
isrg,buy,69710.52301912001,170.17,72500.0,0.96,2020-04-10
gis,buy,16000.0,51.99,16000.0,1.0,2020-04-10
ilmn,buy,65935.5875,280.99,73000.0,0.89,2020-04-10
cnc,buy,17680.0,65.15,16000.0,1.21,2020-04-10
dg,buy,24240.0,164.53,24000.0,1.01,2020-04-10
orly,buy,22835.2,340.03,24000.0,0.93,2020-04-10
tfx,buy,8000.0,319.17,8000.0,1,2020-04-10
ms,buy,24080.0,37.32,24000.0,1.0,2020-04-10
payc,buy,15680.0,202.58,16000.0,0.96,2020-04-10
nvda,buy,104008.06250000001,66.6,97000.0,1.08,2020-04-10
k,buy,17200.0,57.2,16000.0,1.15,2020-04-10
ibm,buy,8000.0,103.01,8000.0,1,2020-04-10
c,buy,31400.0,41.23,40500.0,0.72,2020-04-10
avgo,buy,48500.0,244.96,48500.0,1.0,2020-04-10
pypl,buy,60675.0,105.06,65000.0,0.92,2020-04-10
pypl,buy,68675.0,105.06,73000.0,0.93,2020-04-10
c,buy,39400.0,41.23,48500.0,0.78,2020-04-10
googl,buy,125658.53960168088,1207.0,123000.0,1.02,2020-04-10
csco,buy,8000.0,39.69,8000.0,1,2020-04-10
ibm,buy,16000.0,103.01,16000.0,1.0,2020-04-10
orcl,buy,105868.686459895,50.64,115000.0,0.91,2020-04-10
googl,buy,133658.53960168088,1207.0,131000.0,1.02,2020-04-10
ppl,buy,21572.0,23.17,24000.0,0.85,2020-04-10
tmus,buy,16800.0,86.85,16000.0,1.1,2020-04-10
jpm,buy,56433.25,91.54,57000.0,0.98,2020-04-10
hd,buy,61750.0,186.56,65000.0,0.9,2020-04-10
cvx,buy,32500.0,77.41,32500.0,1,2020-04-10
ugi,sell,3818.3999999999996,26.87,8000.0,0.74,2020-04-10
br,sell,8000.0,99.33,8000.0,0.87,2020-04-10
isrg,sell,61710.52301912001,170.17,64500.0,0.96,2020-04-10
wlk,sell,8000.0,40.64,8000.0,0.62,2020-04-10
exr,sell,14638.544000000002,93.16,16000.0,0.94,2020-04-10
nov,sell,119.19999999999982,11.63,8000.0,0.51,2020-04-10
hog,sell,8000.0,18.45,8000.0,0.55,2020-04-10
ulta,sell,16784.7296,200.57,24000.0,0.77,2020-04-10
msm,sell,8000.0,54.36,8000.0,1.02,2020-04-10
alv,sell,8000.0,52.79,8000.0,0.7,2020-04-10
dxc,sell,8000.0,15.8,8000.0,0.26,2020-04-10
wat,sell,7271.200000000001,196.08,8000.0,0.95,2020-04-10
bhf,sell,8000.0,25.49,8000.0,0.6,2020-04-10
vrsn,sell,8000.0,193.2,8000.0,0.95,2020-04-10
amzn,sell,149069.69539712003,2043.0,147500.0,1.01,2020-04-10
cf,sell,8000.0,28.15,8000.0,0.69,2020-04-10
pkg,sell,8000.0,83.45,8000.0,0.98,2020-04-10
nke,sell,103837.15947455999,84.1,107000.0,0.97,2020-04-10
chrw,sell,10880.0,70.84,8000.0,1.18,2020-04-10
comm,sell,8000.0,10.0,8000.0,0.97,2020-04-10
rig,sell,8000.0,1.28,8000.0,0.21,2020-04-10
mpwr,sell,8000.0,174.21,8000.0,0.98,2020-04-10
orcl,sell,97868.686459895,50.84,107000.0,0.92,2020-04-10
nrg,sell,8000.0,27.49,8000.0,0.86,2020-04-10
wdc,sell,8000.0,46.71,8000.0,0.71,2020-04-10
cien,sell,8000.0,46.16,8000.0,1.12,2020-04-10
ptc,sell,8000.0,62.45,8000.0,0.85,2020-04-10
tdg,sell,8000.0,328.25,8000.0,0.63,2020-04-10
gm,sell,8000.0,23.13,8000.0,0.42,2020-04-10
idxx,sell,16240.0,254.73,16000.0,1.01,2020-04-10
ilmn,sell,57935.587499999994,280.99,65000.0,0.9,2020-04-10
arw,sell,8000.0,57.57,8000.0,0.85,2020-04-10
iff,sell,8000.0,116.28,8000.0,1.04,2020-04-10
lng,sell,8000.0,36.29,8000.0,0.13,2020-04-10
xray,sell,8000.0,39.42,8000.0,0.9,2020-04-10
ew,sell,8000.0,69.02,8000.0,0.91,2020-04-10
cmg,sell,14310.399999999998,725.12,16000.0,0.93,2020-04-10
ipgp,sell,8000.0,117.31,8000.0,0.82,2020-04-10
tpr,sell,1512.0,14.69,8000.0,0.59,2020-04-10
msi,sell,6143.935999999998,143.92,8000.0,0.88,2020-04-10
vrsk,sell,8000.0,147.53,8000.0,0.88,2020-04-10
ben,sell,8000.0,16.04,8000.0,0.68,2020-04-10
mhk,sell,8000.0,85.09,8000.0,0.56,2020-04-10
ppl,sell,13787.720000000001,23.35,16000.0,0.91,2020-04-10
cpri,sell,8000.0,13.79,8000.0,0.44,2020-04-10
kr,sell,270770.0,29.8,220500.0,1.22,2020-04-10
lyv,sell,528.0,37.76,8000.0,0.53,2020-04-10
mnst,sell,9423.54432,60.26,8000.0,1.09,2020-04-10
dal,sell,35653.724770559995,23.23,72500.0,0.54,2020-04-10
zbh,sell,8000.0,107.37,8000.0,1.0,2020-04-10
adm,sell,6563.968000000001,34.54,8000.0,0.91,2020-04-10
amp,sell,8000.0,107.1,8000.0,0.94,2020-04-10
wab,sell,9870.399999999998,51.86,16000.0,0.74,2020-04-10
luv,sell,8000.0,34.3,8000.0,0.68,2020-04-10
uri,sell,8000.0,111.64,8000.0,0.9,2020-04-10
kr,sell,262770.0,29.8,212500.0,1.23,2020-04-10
kr,sell,254770.0,29.8,204500.0,1.24,2020-04-10
pnc,sell,8000.0,93.21,8000.0,0.58,2020-04-10
tt,sell,8000.0,85.18,8000.0,0.8,2020-04-10
ctas,sell,8000.0,189.58,8000.0,0.88,2020-04-10
kr,sell,246770.0,29.8,196500.0,1.25,2020-04-10
kr,sell,238770.0,29.8,188500.0,1.26,2020-04-10
msft,sell,145198.20040000003,163.09,115000.0,1.25,2020-04-10
rop,sell,7760.0,316.46,8000.0,0.98,2020-04-10
msft,sell,137198.20040000003,163.09,107000.0,1.26,2020-04-10
orcl,sell,89868.686459895,50.84,99000.0,0.91,2020-04-10
lvs,sell,3757.5999999999985,46.55,8000.0,0.73,2020-04-10
dow,sell,24832.268799999998,31.43,32000.0,0.82,2020-04-10
pcar,sell,8000.0,64.71,8000.0,1.03,2020-04-10
pnw,sell,4703.200000000001,72.41,8000.0,0.79,2020-04-10
dal,sell,27653.724770559995,23.23,64500.0,0.49,2020-04-10
vz,sell,221305.87987625983,52.64,215500.0,1.03,2020-04-10
bac,sell,24500.0,22.44,24500.0,1.0,2020-04-10
dfs,sell,8000.0,35.55,8000.0,1.0,2020-04-10
qcom,sell,8000.0,71.36,8000.0,0.78,2020-04-10
fast,sell,8000.0,31.13,8000.0,1.01,2020-04-10
pxd,sell,15278.760960000003,77.03,24000.0,0.73,2020-04-10
eqr,sell,13654.400000000001,61.33,16000.0,0.9,2020-04-10
cfg,sell,8000.0,18.74,8000.0,1.0,2020-04-10
rf,sell,8000.0,9.47,8000.0,1.0,2020-04-10
eog,sell,46200.031389983305,41.33,107500.0,0.47,2020-04-10
kr,sell,230770.0,29.8,180500.0,1.27,2020-04-10
pgr,sell,8000.0,73.67,8000.0,0.95,2020-04-10
aph,sell,8000.0,39.0,8000.0,0.42,2020-04-10
cb,sell,8000.0,110.61,8000.0,0.51,2020-04-10
blk,sell,27575.5,434.49,32500.0,0.88,2020-04-10
cop,sell,40795.94365,33.25,64500.0,0.67,2020-04-10
bk,sell,12911.6981184,33.63,16000.0,0.87,2020-04-10
trow,sell,8000.0,100.57,8000.0,1.02,2020-04-10
mhk,sell,8000.0,85.09,8000.0,1.0,2020-04-10
isrg,sell,53710.52301912001,170.17,56500.0,0.96,2020-04-10
kr,sell,222770.0,29.8,172500.0,1.28,2020-04-10
gis,sell,8160.0,52.38,8000.0,1.01,2020-04-10
itw,sell,8000.0,154.54,8000.0,1.0,2020-04-10
axp,sell,58825.935211584,92.46,83000.0,0.73,2020-04-10
dte,sell,7836.799999999999,83.36,8000.0,0.99,2020-04-10
kr,sell,214770.0,29.8,164500.0,1.29,2020-04-10
cb,sell,8000.0,110.61,8000.0,1.0,2020-04-10
lrcx,sell,32500.0,262.83,32500.0,0.85,2020-04-10
bkng,sell,32500.0,1372.06,32500.0,0.3,2020-04-10
apd,sell,32500.0,207.43,32500.0,0.88,2020-04-10
gd,sell,32500.0,133.95,32500.0,0.85,2020-04-10
nke,sell,71337.15947455999,84.1,74500.0,0.97,2020-04-10
kmi,sell,32500.0,12.92,32500.0,0.71,2020-04-10
oxy,sell,32500.0,15.51,32500.0,0.32,2020-04-10
bdx,sell,32500.0,238.04,32500.0,1.15,2020-04-10
gpk,sell,48148.037590046704,12.54,47000.0,1.01,2020-04-10
pep,sell,70764.85875,127.76,67000.0,1.04,2020-04-10
kr,sell,182270.0,29.8,132000.0,1.31,2020-04-10
zts,sell,32500.0,125.81,32500.0,1.11,2020-04-10
ge,sell,32500.0,58.26,32500.0,0.77,2020-04-10
nvda,sell,71508.06250000001,66.63,64500.0,1.07,2020-04-10
c,sell,6900.0,41.23,16000.0,0.81,2020-04-10
mrk,sell,174386.9278216,73.41,174500.0,1.0,2020-04-10
pypl,sell,36175.0,105.06,40500.0,0.94,2020-04-10
cat,sell,32500.0,121.4,32500.0,0.97,2020-04-10
kr,sell,149770.0,29.8,99500.0,1.38,2020-04-10
mmm,sell,32500.0,139.14,32500.0,0.89,2020-04-10
kr,sell,117270.0,29.8,67000.0,1.51,2020-04-10
sbux,sell,32500.0,69.87,32500.0,0.94,2020-04-10
bac,sell,32500.0,22.44,32500.0,1.0,2020-04-10
avgo,sell,16970.0,250.01,16000.0,1.02,2020-04-10
intc,sell,162348.0163351,57.13,139000.0,1.14,2020-04-10
googl,sell,101158.53960168088,1207.0,98500.0,1.02,2020-04-10
abt,sell,32500.0,82.42,32500.0,1.03,2020-04-10
fb,sell,9879.358299366402,174.28,15500.0,0.88,2020-04-10
kr,sell,84770.0,29.8,34500.0,1.75,2020-04-10
acn,sell,32500.0,167.17,32500.0,0.93,2020-04-10
mcd,sell,26156.0,169.41,32500.0,0.9,2020-04-10
lin,sell,32500.0,182.01,32500.0,1.05,2020-04-10
dis,sell,51179.22829214926,101.07,75500.0,0.77,2020-04-10
ba,sell,32500.0,146.87,32500.0,0.45,2020-04-10
hon,sell,32500.0,133.78,32500.0,0.93,2020-04-10
jpm,sell,24497.582500000004,92.22,24500.0,1.0,2020-04-10
usb,sell,32500.0,34.46,32500.0,0.81,2020-04-10
mrk,sell,141886.9278216,73.41,142000.0,1.0,2020-04-10
cmcsa,sell,27377.99542500001,36.59,32000.0,0.93,2020-04-10
hd,sell,75000.0,187.68,75000.0,0.96,2020-04-10
ma,sell,32500.0,272.75,32500.0,0.83,2020-04-10
t,sell,75000.0,18.65,75000.0,1.0,2020-04-10
pg,sell,75000.0,109.63,75000.0,1.05,2020-04-10
ko,sell,121126.95000000001,45.22,133500.0,0.93,2020-04-10
v,sell,75000.0,172.78,75000.0,0.98,2020-04-10
am,buy,8000.0,1.86,8000.0,1,2020-04-10
ci,buy,139590.3361282796,182.93,131500.0,1.07,2020-04-10
hpe,buy,16080.0,9.59,16000.0,1.01,2020-04-10
trn,buy,8000.0,16.44,8000.0,1,2020-04-10
oi,buy,14400.0,7.36,16000.0,0.8,2020-04-10
bery,buy,8000.0,35.97,8000.0,1,2020-04-10
it,buy,14240.0,104.97,16000.0,0.78,2020-04-10
bbwi,buy,8000.0,11.75,8000.0,1,2020-04-10
holx,buy,8000.0,39.38,8000.0,1,2020-04-10
eaf,buy,8000.0,8.48,8000.0,1,2020-04-10
nktr,buy,13737.6,18.44,16000.0,0.72,2020-04-10
lpla,buy,8000.0,53.76,8000.0,1,2020-04-10
rl,buy,14560.0,76.78,16000.0,0.82,2020-04-10
rrc,buy,8000.0,3.73,8000.0,1,2020-04-10
ibkr,buy,15040.0,44.8,16000.0,0.88,2020-04-10
lii,buy,8000.0,196.01,8000.0,1,2020-04-10
crl,buy,8000.0,141.43,8000.0,1,2020-04-10
wcc,buy,13840.0,24.81,16000.0,0.73,2020-04-10
biib,buy,59261.82374274007,316.95,48000.0,1.28,2020-04-10
six,buy,8000.0,14.29,8000.0,1,2020-04-10
ppg,buy,15280.0,90.36,16000.0,0.91,2020-04-10
has,buy,14160.0,70.69,16000.0,0.77,2020-04-10
fe,buy,8000.0,39.57,8000.0,1,2020-04-10
fis,buy,22093.758400000002,122.38,24000.0,0.88,2020-04-10
arw,buy,16000.0,57.57,16000.0,1.0,2020-04-10
cc,buy,8000.0,8.73,8000.0,1,2020-04-10
len,buy,10640.0,42.41,16000.0,0.33,2020-04-10
cgnx,buy,8000.0,44.25,8000.0,1,2020-04-10
wwe,buy,14880.0,35.66,16000.0,0.86,2020-04-10
iaa,buy,8000.0,28.83,8000.0,1,2020-04-10
pm,buy,112893.09052000001,67.75,115500.0,0.98,2020-04-10
cbre,buy,8000.0,45.26,8000.0,1,2020-04-10
vst,buy,8000.0,16.55,8000.0,1,2020-04-10
mos,buy,29102.9,11.58,40500.0,0.65,2020-04-10
ctsh,buy,26867.2,50.53,32000.0,0.79,2020-04-10
amat,buy,77865.0,50.75,91000.0,0.84,2020-04-10
hbi,buy,25617.600000000002,8.49,32000.0,0.73,2020-04-10
unvr,buy,14480.0,12.14,16000.0,0.81,2020-04-10
duk,buy,14880.0,78.78,16000.0,0.86,2020-04-10
leg,buy,14240.0,26.93,16000.0,0.78,2020-04-10
whr,buy,8000.0,94.02,8000.0,1,2020-04-10
ual,buy,11458.3984,27.51,24000.0,0.22,2020-04-10
sivb,buy,16000.0,168.58,16000.0,1.0,2020-04-10
ipgp,buy,16000.0,117.31,16000.0,1.0,2020-04-10
flr,buy,15520.0,7.28,16000.0,0.94,2020-04-10
ph,buy,21615.2,137.18,24000.0,0.85,2020-04-10
expe,buy,12400.0,60.55,16000.0,0.55,2020-04-10
ip,buy,34123.685119999995,28.63,40000.0,0.82,2020-04-10
hpq,buy,20321.28,14.9,24000.0,0.77,2020-04-10
abmd,buy,14000.0,156.27,16000.0,0.75,2020-04-10
evr,buy,8000.0,53.06,8000.0,1,2020-04-10
d,buy,59261.84,72.69,56500.0,1.06,2020-04-10
aee,buy,23820.8,72.6,24000.0,0.99,2020-04-10
uber,buy,12960.0,26.94,16000.0,0.62,2020-04-10
mar,buy,19448.864,82.53,24000.0,0.72,2020-04-10
flt,buy,15520.0,220.31,16000.0,0.94,2020-04-10
gps,buy,12080.0,8.16,16000.0,0.51,2020-04-10
kkr,buy,8000.0,24.09,8000.0,1,2020-04-10
regn,buy,44792.0,512.33,32000.0,1.53,2020-04-10
mac,buy,11680.64,7.31,24000.0,0.23,2020-04-10
schw,buy,30415.181760000003,35.52,32000.0,0.93,2020-04-10
dvn,buy,12140.192000000001,8.56,24000.0,0.26,2020-04-10
fb,buy,17879.358299366402,174.28,23500.0,0.64,2020-04-10
el,buy,16000.0,163.54,16000.0,1.0,2020-04-10
info,buy,14696.0,63.34,16000.0,0.84,2020-04-10
entg,buy,44045.0,48.65,48500.0,0.89,2020-04-10
mar,buy,27448.864,82.53,32000.0,0.81,2020-04-10
on,buy,8000.0,13.73,8000.0,1,2020-04-10
